recorder_id,start_seg,end_seg,species_1,probability_1,species_2,probability_2,species_3,probability_3
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.903900206,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.275451869,Nothing,0.01766436
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.291569293,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.226892501,Nothing,0.005587837
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.756153286,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.305442631,Nothing,0.000441126
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.316288114,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.244256854,Nothing,0.011654867
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.940051615,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.177748337,Nothing,0.000756976
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.832717001,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.330472112,Nothing,0.241172537
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.997033596,European_Bee-eater_Merops_apiaster,0.056929208,Cricket,0.00080583
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.953447878,European_Bee-eater_Merops_apiaster,0.080431841,Nothing,0.001089868
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.678151906,Nothing,0.054564055,European_Bee-eater_Merops_apiaster,0.017461365
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.198070467,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.058268175,Nothing,0.033537403
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.770955563,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.74489671,Nothing,0.287067741
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.844425678,Nothing,0.484368742,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.429140657
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.655483425,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.366323858,Nothing,0.051996015
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.83286494,European_Bee-eater_Merops_apiaster,0.022204982,Nothing,0.006497432
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.728931248,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.094041765,Nothing,0.017439812
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.981511295,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.20356679,Nothing,0.002518052
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.634804726,Nothing,0.342405856,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.035828054
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.879740655,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.261854023,Nothing,0.027206149
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.867539823,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.75266397,Grey_Heron_Ardea_cinerea,0.010327403
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.787939191,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.13501136,Nothing,0.006134817
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.965218604,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.190432295,Nothing,0.004388414
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.480998933,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.150314286,Tawny_Pipit_Anthus_campestris,0.003921546
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.927475512,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.661512613,Grey_Heron_Ardea_cinerea,0.002019094
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.289921522,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.202783301,Nothing,0.044923369
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.590481162,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.468367279,Anthropogenic,0.002622557
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.985998154,European_Bee-eater_Merops_apiaster,0.032852657,Nothing,0.000680006
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.349694461,Nothing,0.29384163,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.17242834
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.76699388,European_Bee-eater_Merops_apiaster,0.066926092,Nothing,0.010615793
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.811062813,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.540073097,Nothing,0.007991925
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.449955553,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.444910973,Nothing,0.070959546
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.855230451,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.412062645,Nothing,0.022601243
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.853236616,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.295463443,European_Bee-eater_Merops_apiaster,0.00355727
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.986839592,European_Bee-eater_Merops_apiaster,0.222800612,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.067133427
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.97515589,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.467797637,Nothing,0.002329986
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.523898005,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.476671606,Nothing,0.008199237
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.858780205,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.543329716,Nothing,0.006533389
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.531646609,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.380407155,Nothing,0.010807891
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.766540468,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.636166096,Nothing,0.014929424
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.70030576,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.445774525,Nothing,0.047377549
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.955588162,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.340274453,Nothing,0.072794527
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.999946952,Cricket,0.002093503,Tawny_Pipit_Anthus_campestris,0.000539467
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.998980701,Cricket,0.006458537,Anthropogenic,0.006195095
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.999987245,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.004058686,Grey_Heron_Ardea_cinerea,0.002776941
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.999957919,Anthropogenic,0.002740997,Nothing,0.001516243
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.755413651,Grey_Heron_Ardea_cinerea,0.736705601,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.103775114
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.993624568,Cricket,0.01149549,Anthropogenic,0.002044879
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.684246957,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.663045228,Nothing,0.001870191
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.09490706,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.063294142,Nothing,0.035372775
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.807745814,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.452620715,Anthropogenic,0.008907763
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.921295345,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.210282251,Anthropogenic,0.005214575
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.515535772,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.128004923,Anthropogenic,0.004722776
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.699754834,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.285215735,Nothing,0.082376003
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.988797724,Nothing,0.286310047,European_Bee-eater_Merops_apiaster,0.000350728
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.998961926,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.00085383,European_Bee-eater_Merops_apiaster,0.000730502
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.982396603,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.362532526,European_Bee-eater_Merops_apiaster,0.002649067
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.998238564,Nothing,0.088219441,European_Bee-eater_Merops_apiaster,0.003920154
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.999985576,Nothing,0.001098842,Cricket,0.000379258
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.527618229,Cricket,0.193927139,Anthropogenic,0.002568197
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.832732975,Cricket,0.052155349,Anthropogenic,0.001322537
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.950398326,Nothing,0.048844684,Grey_Heron_Ardea_cinerea,0.001481792
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.822997987,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.325735092,Nothing,0.054082364
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.781356871,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.474197984,Nothing,0.012185451
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.992175996,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.441818297,Anthropogenic,0.004293625
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.400631875,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.286295235,Grey_Heron_Ardea_cinerea,0.011445482
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.664059699,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.523960054,Nothing,0.036374193
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.865899563,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.233917162,Nothing,0.061355628
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.501084447,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.449942201,Nothing,0.023475118
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.990845501,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.43247962,Nothing,0.001423198
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.837366998,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.413778275,Nothing,0.151147619
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.264431238,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.215047777,Nothing,0.012736239
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.944286227,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.365587205,Grey_Heron_Ardea_cinerea,0.000670344
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.996320128,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.913350046,Nothing,0.003826628
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.986176789,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.980752528,Nothing,0.007806721
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.974773824,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.933609784,Nothing,0.001243485
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.10045018,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.088646613,Nothing,0.077316619
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.351158172,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.257958978,Nothing,0.044528712
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.823934674,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.032139391,Anthropogenic,0.002057148
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.355003476,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.229952917,Grey_Heron_Ardea_cinerea,0.050992806
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.597088993,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.192758501,Grey_Heron_Ardea_cinerea,0.008504288
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.58788842,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.418573916,Grey_Heron_Ardea_cinerea,0.002447868
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.25273329,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.219726145,Nothing,0.002302507
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.342791319,Nothing,0.330391496,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.106957749
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.462669551,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.245981589,Grey_Heron_Ardea_cinerea,0.030776745
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.420031458,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.088217854,Nothing,0.058404095
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.274688989,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.06801758,Anthropogenic,0.003462701
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.152927041,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.129611328,Nothing,0.052593928
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.794248223,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.082041413,Anthropogenic,0.028113959
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.782000721,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.052718118,Anthropogenic,0.010905568
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.994434655,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.096275449,Grey_Heron_Ardea_cinerea,0.000461566
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.964517891,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.899381518,Common_Starling_Sturnus_vulgaris,3.43E-05
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.993541002,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.913964748,Anthropogenic,0.000527034
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.170064986,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.155914426,Nothing,0.149096534
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.956898868,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.141543537,Jackal,0.003434232
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.387370527,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.360059053,Jackal,0.014317635
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.902132273,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.398766011,Jackal,0.095755063
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.97429198,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.334161162,Nothing,0.001208707
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.567367256,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.231353968,Nothing,0.067346409
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.334702969,Nothing,0.270726085,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.159518048
black-crowned_night_heron_nycticorax_nycticorax,0,3,Background_birds,0.251298249,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.157803953,Nothing,0.001359979
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.750182867,European_Bee-eater_Merops_apiaster,0.011169991,Background_birds,0.005873563
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.991357207,Nothing,0.130758032,Background_birds,0.004623416
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.756280422,Background_birds,0.050564464,Nothing,0.009101184
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.877034545,Background_birds,0.047716662,Nothing,0.000416276
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.323061347,Nothing,0.010519489,Background_birds,0.000275987
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.836986899,Nothing,0.14193669,Background_birds,0.002561234
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.798627257,Nothing,0.015031703,Background_birds,0.00195513
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.679150641,Nothing,0.583082199,Background_birds,0.001427942
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.724044204,Nothing,0.6757918,Background_birds,0.000136942
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.84617573,Background_birds,0.122983336,Nothing,0.001515752
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.885588348,Nothing,0.342364311,Background_birds,0.000629209
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.954840064,Background_birds,0.026447861,Nothing,0.01965964
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.913588285,Background_birds,0.102777243,Nothing,0.092076384
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.732997,Nothing,0.646001756,Background_birds,0.002012456
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.791763544,Nothing,0.030963238,Background_birds,0.012822717
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.934364974,Background_birds,0.050060373,Nothing,0.0058862
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.990250587,Nothing,0.013659141,Background_birds,0.00661806
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.780090451,Nothing,0.432729572,Background_birds,0.001328166
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.901893973,Background_birds,0.010539017,Grey_Heron_Ardea_cinerea,0.000433861
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.953747272,Background_birds,0.139149398,Nothing,0.003596645
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.569332004,Nothing,0.50181061,Background_birds,0.243479833
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.994569838,Nothing,0.086786874,Background_birds,0.007696212
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.921600938,Background_birds,0.017242229,Nothing,0.007972073
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.258905858,Nothing,0.132020265,Background_birds,0.007340141
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.917128146,Background_birds,0.019753886,Nothing,0.002640308
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.340794563,Nothing,0.069984518,Background_birds,0.012596212
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.312945932,Nothing,0.008099704,Background_birds,0.000750064
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.67373991,Nothing,0.264423311,Background_birds,0.000282355
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.27281189,Nothing,0.08832065,Background_birds,0.001130191
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.985274673,Background_birds,0.015422465,Nothing,0.011355749
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.469676703,Background_birds,0.449346632,Nothing,0.012899369
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.934123039,Background_birds,0.239671946,Nothing,0.018164745
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.648705125,Background_birds,0.127891138,Nothing,0.003274509
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.968605638,Background_birds,0.002175173,Nothing,0.002109976
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.962634623,Nothing,0.002605129,Grey_Heron_Ardea_cinerea,0.000596097
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.69549197,Background_birds,0.024679208,Nothing,0.02391821
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.176531732,Nothing,0.079440989,Background_birds,0.010304978
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.956721723,Nothing,0.003094659,Background_birds,0.00198245
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.395312786,Nothing,0.026944909,Background_birds,0.000925134
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.770142019,Nothing,0.6907444,Tawny_Pipit_Anthus_campestris,0.000813607
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.754705489,Nothing,0.122783817,Background_birds,0.050076041
black-crowned_night_heron_nycticorax_nycticorax,0,3,Black-crowned_Night_Heron_Nycticorax_nycticorax,0.713091493,Nothing,0.254870504,Background_birds,0.003386164
